Дата,Эффективное энергопотребление,Ожидаемое энергопотребление,Разница в энергопотреблении (эффективная-ожидаемая),Интервал прогноза низкий,Интервал прогноза высокий,Набор данных обучения или прогнозирования,Эффективное скользящее среднее энергопотребления,Интервал прогноза - низкое скользящее среднее,Интервал прогноза с высоким скользящим средним
2022-12-12,3851235.83299982,3784276.11720291,66959.7157969074,3552413.86003835,3979403.96080045,f,3678187.87971429,3498557.7249907,3672739.19531202
2022-12-15,3767520.18300013,3803610.38852164,-36090.2055215137,3582121.92255387,4019719.74715935,f,3699942.12174284,3506463.24498353,3671257.34845536
2022-12-20,3679097.45105,3686528.58504615,-7431.1339961458,3466548.78901543,3910264.61159381,f,3514661.29430355,3422439.43992507,3597967.61230135
2023-01-01,2697380.86477484,1957903.45103494,739477.413739901,1752048.08494962,2174483.49105117,f,3156677.203425,2981289.1087532,3150750.85835165
2023-01-05,3387191.53394993,3431640.01896261,-44448.4850126812,3209918.06618164,3659117.63088514,f,3240726.39471072,3148365.18958616,3324762.82061953
2023-01-10,3576665.15177487,3679297.22045658,-102632.068681712,3467810.78383942,3894008.13492968,f,3395124.69817144,3343959.72025067,3522577.78281491
2023-01-14,3095621.43234999,3113261.49660977,-17640.0642597768,2901326.05204267,3345047.56962206,f,3443051.55854645,3407122.9736629,3567155.65596626
2023-01-18,3736557.93754997,3750467.51255917,-13909.5750092068,3530301.67557856,3986666.88433904,f,3527585.34002855,3434686.49182445,3613762.41376746
2023-01-30,3712169.44320004,3660435.98648256,51733.4567174818,3442549.67933785,3884513.451002,f,3536343.63033929,3422379.45388988,3589565.67342267
2023-01-31,3646404.72834997,3687399.90859671,-40995.1802467485,3464781.16871786,3925496.38394461,f,3512461.09669643,3404652.38914034,3578243.88150128
2023-02-03,3606357.93472501,3639806.5147178,-33448.5799927907,3399017.7775546,3850936.46672681,f,3463800.84135356,3389891.35761262,3564846.85534611
2023-02-05,2975862.50855011,2853626.03656517,122236.471984944,2634135.22125865,3087534.86972863,f,3482770.84216428,3392761.57585936,3573747.41073471
2023-02-11,3039870.8262501,3096335.50097731,-56464.6747272122,2876540.4750276,3303332.54265782,f,3368305.25095588,3357996.01749723,3529947.43800602
2023-02-14,3475083.30914022,3633215.28455772,-158131.975417494,3414769.26368596,3868335.577125,f,3295818.07182925,3342226.05324337,3514623.1756031
2023-02-20,3281052.66362593,3438728.38054609,-157675.716920159,3223018.04567202,3661426.26264703,f,3192949.50048292,3235222.19394362,3420950.61063981
2023-03-01,3439068.13730004,3639928.72271711,-200860.585417073,3419845.4797383,3847080.32606072,f,3254096.62812855,3282375.45823106,3460301.23176592
2023-03-08,3478433.15387505,3665735.55114492,-187302.397269868,3443459.98203348,3890253.04229414,f,3279887.25163216,3330139.83952032,3518158.32952115
2023-03-09,3353755.72597485,3574974.59700529,-221218.871030438,3333435.05119243,3811791.82681132,f,3276928.6301643,3331517.01161812,3515438.8318017
2023-03-11,3000105.80319996,3105734.99633181,-105629.193131854,2893730.46310386,3332963.70571498,f,3261793.38484999,3318995.04398153,3506083.61400667
2023-03-12,2731938.72895004,2756020.31853342,-24081.5895833834,2537352.98621744,2976290.98091586,f,3260897.0162,3308768.69415061,3486590.48717692
2023-03-13,3360170.69732502,3501672.40631588,-141501.708990856,3274084.4013063,3742236.41563621,f,3275484.38971787,3303745.74294974,3480924.91655714
2023-03-14,3525785.83377489,3658170.12912981,-132384.295354927,3443253.78821836,3872967.47375774,f,3276808.1027,3298050.43501436,3478493.78974242
2023-03-16,3455867.3406,3574872.08986938,-119004.749269382,3349982.11720643,3806346.04474253,f,3277718.14638571,3289966.71952883,3459780.41529599
2023-03-17,3391629.74172504,3548672.00488975,-157042.26316471,3328866.5197062,3778182.62743195,f,3283726.4457357,3300829.89107513,3468583.05026254
2023-03-19,2804309.15045004,2781234.67517134,23074.4752787072,2549254.13029612,3013031.02519996,f,3246833.89298927,3276324.24640446,3443608.02071826
2023-03-20,3402228.79277493,3536915.12184714,-134686.329072215,3300033.87340148,3754104.99607636,f,3246033.68036072,3286158.06399896,3454430.61448567
2023-03-21,3408763.32707514,3576211.44739234,-167448.120317209,3347406.9988264,3792963.13305249,f,3258292.28783213,3291235.76667233,3464094.07385766
2023-03-28,3400809.757,3525426.04626359,-124616.289263597,3306294.3599114,3748188.09090391,f,3238805.91313215,3283786.14836543,3461821.48024871
2023-03-29,3370812.16187498,3590593.16860064,-219781.006725661,3361139.95796358,3816126.83413264,f,3233191.28091074,3262923.10997491,3446657.80317427
2023-03-31,3356484.44635001,3536924.42683728,-180439.98048727,3328877.44447128,3752013.66085631,f,3217366.08890715,3229569.84256598,3418320.90182387
2023-04-02,2731557.27929996,2600653.4371727,130903.842127263,2388076.10907794,2811730.87835843,f,3205046.84091786,3182517.40325258,3361268.78243236
2023-04-03,3285688.45762505,3471489.38791778,-185800.930292733,3235173.38470236,3697192.10737215,f,3176371.89784999,3157733.27092467,3337108.32196744
2023-04-10,2716742.10644997,2552423.83828396,164318.268166003,2339520.54556321,2782630.21033899,f,2999710.92126073,2919032.10822626,3084798.76005189
2023-04-14,3269604.362375,3351796.87752573,-82192.515150737,3121697.77562787,3560355.71655319,f,3212274.99911071,3207212.51214883,3384396.56057341
2023-04-15,2962962.29539989,2927721.60825416,35240.6871457323,2707135.13884893,3145152.36629053,f,3225092.74067499,3222383.74223975,3389676.15527751
2023-04-16,2820576.9491251,2808036.70786418,12540.2412609104,2585152.20184518,3040698.61700081,f,3228000.05955714,3234088.62570896,3405637.70598187
2023-04-19,3368907.52769998,3617747.89991626,-248840.372216284,3376170.22140571,3847152.05284071,f,3249230.76954645,3306013.24474732,3482563.81274923
2023-04-20,3381839.10642502,3638746.16374457,-256907.05731955,3413849.77018984,3862954.22502611,f,3235763.26272856,3278295.95302479,3456596.61605732
2023-04-22,2969814.23417513,3014979.16616767,-45164.9319925383,2788886.24183262,3241419.30218083,f,3235275.12083215,3264931.8414191,3445528.35999166
2023-04-25,3468594.479775,3569753.69767893,-101159.217903936,3344022.89803563,3778300.889436,f,3243047.91347501,3235429.86067937,3414847.64433288
2023-04-28,3443173.42732495,3584747.77449158,-141574.347166631,3360283.12260715,3819966.87922824,f,3154974.57167755,3150177.00522159,3325822.97778796
2023-05-05,3404794.48787179,3548613.71881672,-143819.230944925,3323095.78351375,3774887.54864706,f,3209478.18031168,3220750.8694865,3398984.42116923
2023-05-07,2736772.63315849,2709026.64874915,27745.9844093458,2484462.69983271,2923863.50225051,f,3231699.6501707,3243503.26567255,3425176.98071778
2023-05-10,3368105.28148311,3493786.83821296,-125681.556729852,3273664.27860373,3722019.32897844,f,3226881.28043996,3237100.68652393,3422616.78066507
2023-05-11,3385050.49585799,3597739.05481305,-212688.558955059,3357697.09165399,3819324.37917559,f,3219878.76407571,3230087.93475137,3417929.75318556
2023-05-12,3324360.06528744,3453324.65922935,-128964.593941908,3239237.65343521,3681015.28081706,f,3208555.72855324,3215214.5044726,3407364.06398546
2023-05-13,2954820.6210078,3003125.35946429,-48304.7384564951,2784882.37357979,3227246.86434165,f,3218812.79764229,3227653.16239946,3421935.68963824
2013-05-16,4332402.415,4424664.62703859,-92262.2120385915,4195228.27645677,4643534.97287179,t,,,
2013-05-17,4213869.205,4333825.59834959,-119956.393349586,4091212.35183907,4553482.43046722,t,,,
2013-05-23,4232372.6175,4345793.30679299,-113420.689292992,4128840.80836863,4576815.80287115,t,,,
2013-05-25,3583036.1925,3745750.06844796,-162713.875947958,3514395.78654184,3968709.78445201,t,,,
2013-05-26,3271209.29,3470714.10496291,-199504.814962912,3249512.30353549,3684963.94867444,t,,,
2013-05-30,4262405.95,4297459.65027646,-35053.7002764586,4072902.70276491,4521914.96820675,t,,,
2013-06-03,4192408.21,4290242.99604399,-97834.7860439857,4069502.95090596,4518571.88701505,t,,,
2013-06-04,4240034.435,4231334.42008991,8700.01491008513,4002102.14696616,4443519.82159952,t,,,
2013-06-05,4265529.0,4217044.28420421,48484.7157957917,3992996.0394216,4451497.73003052,t,,,
2013-06-13,4524764.29,4343383.7812513,181380.508748701,4121031.28488822,4576071.98132551,t,,,
2013-06-14,4323997.8225,4278767.69479279,45230.1277072048,4058464.38660455,4510799.58338387,t,,,
2013-06-17,4613164.9225,4626976.08243516,-13811.1599351643,4397865.27657133,4842688.1353603,t,,,
2013-06-26,4170031.8575,4222217.00927868,-52185.1517786831,3981306.62317543,4436340.05982378,t,,,
2013-06-29,3601080.325,3673268.04938357,-72187.7243835665,3442136.82106446,3881309.91330237,t,,,
2013-06-30,3195782.13,3310845.41433969,-115063.284339692,3096743.81730068,3545936.62697175,t,,,
2013-07-01,4131247.6875,4075998.60423009,55249.0832699109,3858795.05451394,4295368.86656385,t,,,
2013-07-09,4422802.565,4356848.80855821,65953.7564417869,4127247.59244604,4586611.02156414,t,,,
2013-07-13,3574679.105,3654904.62389477,-80225.5188947734,3439584.77416939,3877111.73964421,t,,,
2013-07-14,3246217.0875,3389639.66639525,-143422.578895252,3177824.2391158,3604505.35891766,t,,,
2013-07-18,4471086.0625,4395427.52216355,75658.5403364468,4165041.2434924,4615491.43343483,t,,,
2013-07-19,4403374.6775,4323796.58093208,79578.0965679204,4104237.47136309,4552201.55884914,t,,,
2013-07-20,3781119.46,3845850.65184794,-64731.1918479353,3628040.43764528,4062618.07488744,t,,,
2013-07-23,4612192.735,4522114.14181955,90078.5931804534,4303034.14484711,4750754.23649814,t,,,
2013-07-26,4671537.64,4587551.03589625,83986.6041037543,4360970.86166725,4816845.45319425,t,,,
2013-08-06,4716799.6975,4492893.59364756,223906.103852438,4270244.68079977,4707008.94365582,t,,,
2013-08-08,4436235.5025,4331271.4899875,104964.012512499,4110460.00400315,4577558.34575445,t,,,
2013-08-11,3300226.82,3412240.23935532,-112013.419355317,3192837.37565828,3622628.96168397,t,,,
2013-08-13,4360263.6175,4295474.14109901,64789.4764009863,4080856.50642399,4526694.77299244,t,,,
2013-08-16,4339345.1,4332526.45830331,6818.64169668593,4100584.32978107,4558432.54914297,t,,,
2013-08-18,3439683.4425,3661822.27104222,-222138.828542215,3444548.00215823,3876550.49243887,t,,,
2013-08-21,4307314.8125,4227764.90992911,79549.9025708912,4001678.06237001,4448230.34521747,t,,,
2013-08-23,4374570.925,4349641.78436415,24929.1406358536,4142149.17766388,4574858.09319315,t,,,
2013-08-28,4318260.208,4331366.70547352,-13106.497473523,4124527.63179043,4546370.32793957,t,,,
2013-08-29,4302238.1825,4268863.72856333,33374.4539366746,4044020.46412983,4487055.81312858,t,,,
2013-09-03,4288830.264,4258434.38929523,30395.8747047745,4029321.64951596,4482060.19951492,t,,,
2013-09-05,4487696.847,4500365.5387438,-12668.6917437958,4279672.23417471,4706746.35843235,t,,,
2013-09-06,4494502.6775,4505206.13836815,-10703.4608681472,4288343.39158894,4718611.68419776,t,,,
2013-09-09,4257232.01,4189711.03883741,67520.9711625874,3984048.5120831,4429544.52375017,t,,,
2013-09-10,4380976.56,4336781.43895778,44195.1210422209,4114064.66834938,4566974.94276505,t,,,
2013-09-13,4237428.9125,4220396.83999808,17032.0725019164,3996426.88398165,4439289.8867667,t,,,
2013-09-16,4287866.735,4278126.05266898,9740.68233101722,4058696.28701443,4496763.96311679,t,,,
2013-09-21,3579889.2675,3645938.11500539,-66048.8475053869,3424623.55429987,3879362.3528603,t,,,
2013-09-23,4238585.035,4174841.35108875,63743.68391125,3954348.46989553,4385196.21040814,t,,,
2013-09-25,4373324.59,4293866.45087618,79458.1391238188,4077025.47150818,4517410.57307115,t,,,
2013-10-01,4269931.8025,4248201.61490022,21730.1875997772,4026939.79933644,4470040.20486533,t,,,
2013-10-02,4177286.605,4175544.33453015,1742.27046984714,3953941.22219464,4391741.53512831,t,,,
2013-10-06,3313577.235,3379017.51464908,-65440.2796490826,3164980.78637992,3598657.03005901,t,,,
2013-10-12,3623636.44,3677800.32889906,-54163.8888990623,3460287.70503579,3909057.59228502,t,,,
2013-10-17,4343930.64,4255172.39537061,88758.2446293905,4042116.82781846,4486366.77000952,t,,,
2013-10-20,3403144.1725,3488172.86921482,-85028.6967148213,3264119.63916108,3709761.23341457,t,,,
2013-10-26,3722080.5125,3741040.69894306,-18960.1864430634,3524474.15615502,3964790.53838624,t,,,
2013-10-31,4300573.4025,4317975.95854067,-17402.5560406698,4101494.96790939,4538454.45167684,t,,,
2013-11-02,3793063.6125,3772374.24361905,20689.368880949,3562597.57837558,3992815.21393572,t,,,
2013-11-10,3453811.365,3519515.53586782,-65704.1708678161,3315981.93687124,3728597.06920118,t,,,
2013-11-14,4426479.5525,4394494.18108648,31985.3714135233,4164874.20794601,4629994.4162329,t,,,
