Дата,Эффективное энергопотребление,Ожидаемое энергопотребление,Разница в энергопотреблении (эффективная-ожидаемая),Интервал прогноза низкий,Интервал прогноза высокий,Набор данных обучения или прогнозирования,Эффективное скользящее среднее энергопотребления,Интервал прогноза - низкое скользящее среднее,Интервал прогноза с высоким скользящим средним
2017-07-02,3043360.68400001,3094328.63772221,-50967.9537222036,2868815.38089164,3326488.16074564,t,,,
2017-07-04,3972810.56899996,3958271.05005208,14539.5189478858,3724258.66620177,4174281.84754954,t,,,
2017-07-05,4106962.54300005,4124945.06217592,-17982.5191758699,3898561.22763466,4376329.30734115,t,,,
2017-07-06,4216287.4045,4264000.137042,-47712.732541997,4035157.96660865,4489862.24154605,t,,,
2017-07-09,3314874.7415,3287673.58263821,27201.1588617871,3056395.62640632,3506988.22308961,t,,,
2017-07-12,4063073.39449999,4105540.30612611,-42466.9116261206,3880266.30306763,4315589.25831108,t,,,
2017-07-13,3963622.19199995,3967260.9298213,-3638.73782135313,3749936.813805,4184040.37720089,t,,,
2017-07-20,4145644.7033694,4181062.91797116,-35418.2146017631,3969967.65598651,4405782.79674814,t,,,
2017-07-22,3496561.83245958,3484940.04589567,11621.7865639129,3291079.47525301,3711780.0671286,t,,,
2017-07-23,3065415.641448,3136942.42340066,-71526.7819526619,2907532.61513207,3345289.92622861,t,,,
2017-07-26,3790292.01900002,3922518.60839996,-132226.589399939,3706823.13005506,4144111.00241325,t,,,
2017-07-28,3831053.8395,3929153.16059632,-98099.3210963239,3712532.63642284,4159580.85416216,t,,,
2017-07-31,3757605.97173068,4114132.32055767,-356526.348826989,3912582.40953078,4325482.06147996,t,,,
2017-08-05,3490885.75049994,3607707.20044575,-116821.449945814,3379793.14966507,3832205.46531765,t,,,
2017-08-12,3283493.77099995,3323572.12760416,-40078.3566042073,3092380.99508998,3542798.08839083,t,,,
2017-08-14,3987754.67349996,4039115.44705587,-51360.7735559046,3822634.95715358,4263657.99004178,t,,,
2017-08-16,4186459.50349992,4134079.53688966,52379.9666102598,3901066.88089938,4360759.83854599,t,,,
2017-08-19,3397886.56950007,3420604.21796175,-22717.6484616799,3193454.55363892,3663166.24551619,t,,,
2017-08-23,4145357.40850009,4164619.72031085,-19262.311810764,3939982.29887138,4397803.10658213,t,,,
2017-08-25,4168064.76850001,4190547.6719163,-22482.9034162886,3970743.32217193,4409821.69149575,t,,,
2017-08-27,3252179.03450006,3425484.87616599,-173305.841665932,3208649.40430169,3645414.21102194,t,,,
2017-08-28,4211792.145,4164392.63728794,47399.5077120578,3934250.02260906,4396800.98531454,t,,,
2017-08-29,4281916.77450002,4278517.26248666,3399.51201335154,4070200.5195361,4493509.63718588,t,,,
2017-08-30,4305721.21499998,4324230.881999,-18509.6669990243,4101579.01916836,4551277.84184594,t,,,
2017-08-31,4133143.12550001,4102015.00486786,31128.1206321502,3886906.66539299,4315697.39584423,t,,,
2017-09-02,3315806.01499996,3428044.71570078,-112238.700700826,3201597.22342359,3654813.95179215,t,,,
2017-09-05,4018726.31500001,4117593.78716553,-98867.4721655194,3891600.09048339,4336310.64079059,t,,,
2017-09-06,4039701.16699999,4001848.93571369,37852.2312862994,3775451.29208754,4217854.11995014,t,,,
2017-09-15,3872735.93300002,3916144.5205035,-43408.5875034812,3695857.27100602,4142456.77437969,t,,,
2017-09-17,3087511.60749997,3138543.14798184,-51031.5404818673,2906034.95627341,3368170.12560006,t,,,
2017-09-18,3867330.27200006,3953885.57454844,-86555.3025483848,3738345.72233433,4162980.60793301,t,,,
2017-09-20,3874371.98749999,3951622.67771519,-77250.6902151932,3731907.93086879,4181219.39037801,t,,,
2017-09-21,3875332.22999996,3951411.38821638,-76079.1582164234,3739378.22760509,4172222.31012299,t,,,
2017-09-25,3828737.95699994,3869071.08401401,-40333.1270140656,3650093.67480597,4095146.37595084,t,,,
2017-09-27,3977484.8764999,3993885.01295204,-16400.1364521394,3749544.04110501,4203836.7843393,t,,,
2017-10-02,3849281.51450003,3918827.85490294,-69546.3404029072,3701530.57228285,4124226.101396,t,,,
2017-10-10,3856904.18350005,3896335.67372772,-39431.4902276755,3644356.35720883,4123061.72726732,t,,,
2017-10-12,3885653.104,3909690.49322362,-24037.3892236124,3682143.85414426,4110096.96877233,t,,,
2017-10-18,3951224.27199993,3962627.98582618,-11403.7138262508,3730022.20165533,4184876.97758894,t,,,
2017-10-25,4024000.04149992,3959851.58631085,64148.4551890758,3761232.73792325,4194429.0196769,t,,,
2017-10-27,4009253.44000006,4029192.36483375,-19938.9248336926,3801937.94589552,4264894.58133795,t,,,
2017-10-29,3320900.14599993,3211420.84645784,109479.299542094,2997323.60623646,3435288.84946425,t,,,
2017-10-31,4002299.36249992,4021079.31287208,-18779.9503721604,3788707.33794582,4241926.68844625,t,,,
2017-11-08,4072991.74499993,4075190.46636097,-2198.72136104433,3855292.09774935,4294495.68569406,t,,,
2017-11-11,3523361.93400005,3516306.75064407,7055.18335598148,3279425.18638736,3730666.94503994,t,,,
2017-11-15,4104344.82250009,4082807.15566327,21537.6668368257,3867778.82010482,4308119.78620661,t,,,
2017-11-25,3535060.93499993,3516209.12969342,18851.8053065045,3306970.35086768,3746220.94329687,t,,,
2017-11-26,3245363.55100017,3227257.81793454,18105.7330656261,3003268.30715401,3461283.81593867,t,,,
2017-11-27,4047131.0174999,4006724.43053514,40406.5869647581,3789258.33116494,4234501.37094391,t,,,
2017-11-29,4141642.10199996,4099783.8343271,41858.2676728601,3861892.86710948,4318151.80749497,t,,,
2017-11-30,4159325.70100012,4119598.17670264,39727.5242974786,3906217.40943793,4322668.98122734,t,,,
2017-12-01,4121878.10199995,4074917.27962884,46960.8223711113,3841262.75127944,4286650.20100976,t,,,
2017-12-07,4188976.65249999,4101495.41896726,87481.2335327314,3900554.10095808,4316760.04466289,t,,,
2017-12-10,3431757.13500007,3247585.98406089,184171.150939179,3015958.44688507,3454486.59448111,t,,,
2017-12-14,4167656.22150007,4078007.9820482,89648.2394518671,3847139.59737656,4290102.30961039,t,,,
2017-12-16,3570111.27450006,3540625.30093929,29485.9735607668,3303060.6794339,3758828.36428332,t,,,
2017-12-19,4164270.38900007,4109312.96760407,54957.4213959994,3875687.72503332,4335674.95031944,t,,,
2017-12-26,3108278.05400002,3262232.62140659,-153954.567406569,3040623.30534941,3482302.06810404,t,,,
2017-12-28,3654663.32549995,3835142.21158602,-180478.886086072,3606044.86291819,4057218.75798273,t,,,
2017-12-31,2999361.43799999,2576738.92615371,422622.511846281,2338554.15500123,2801421.5786985,t,,,
2018-01-02,3673523.35150002,3766794.93027503,-93271.5787750063,3535193.99329474,3989573.89953683,t,,,
2018-01-03,3823853.387,3777029.08825594,46824.2987440545,3537308.83790252,4004939.40580147,t,,,
2018-01-05,3835695.68049999,3737997.03059646,97698.6499035326,3504287.69828981,3962808.32700302,t,,,
2018-01-09,4021283.20600002,4063328.16322277,-42044.9572227448,3844602.46261644,4306388.2162646,t,,,
2018-01-11,4049295.52899996,4071610.25133202,-22314.7223320659,3856725.76280865,4297068.51146897,t,,,
2018-01-13,3507079.8570001,3478987.21330255,28092.6436975431,3263616.14253741,3691452.49533068,t,,,
2018-01-20,3570767.48350009,3491606.41632654,79161.0671735504,3281390.05647528,3701693.32041969,t,,,
2018-01-21,3212477.63599988,3206825.35737336,5652.27862652391,2985181.02902877,3442335.92454079,t,,,
2018-01-26,4038625.25299995,4029706.56729656,8918.68570339167,3815041.01484806,4248469.87125404,t,,,
2018-02-05,4060860.56349996,4032110.15479872,28750.4087012378,3810120.09591984,4266193.57402825,t,,,
2018-02-09,4073630.31299992,4027935.7087101,45694.6042898213,3812223.73788078,4240391.93088053,t,,,
2018-02-12,3962496.90949995,3872101.71633508,90395.193164866,3654216.87682807,4081412.31847241,t,,,
2018-02-14,4053019.91599991,3948098.00238269,104921.913617218,3715901.24641293,4176825.54497267,t,,,
2018-02-15,4111123.83999994,3996507.76876769,114616.071232254,3755838.60561142,4222438.68161636,t,,,
2018-02-18,3224921.50300002,3133250.575058,91670.927942019,2901340.53876986,3361750.12508718,t,,,
2018-02-21,3769397.52450003,3940068.55741597,-170671.032915943,3718633.57528031,4159108.8579842,t,,,
2018-03-05,3822951.69999991,3882175.96354761,-59224.2635476952,3658349.50400296,4112848.03614868,t,,,
2018-03-08,4013472.07600008,3937757.44571535,75714.6302847266,3734979.121077,4180973.31282328,t,,,
2018-03-10,3471467.35650004,3458194.57867765,13272.7778223939,3255135.2371835,3683760.48106261,t,,,
2018-03-13,4031713.11599988,4009110.63507069,22602.4809291931,3791666.8762724,4236445.71046878,t,,,
2018-03-27,3914386.79300005,3825912.80552743,88473.9874726203,3597623.75634965,4048042.35003234,t,,,
2018-03-28,3853776.96249998,3872501.58493146,-18724.622431478,3654581.10221186,4096885.0521107,t,,,
2018-04-02,2990709.603,2985272.83719255,5436.76580745075,2762100.93952477,3211588.42585593,t,,,
2018-04-03,3739571.73049996,3776759.54700112,-37187.8165011578,3565200.80400221,3996173.26012237,t,,,
2018-04-08,2987724.37650005,3042276.04395889,-54551.667458843,2791156.39092636,3254749.31668479,t,,,
2018-04-10,3844840.92799992,3986006.69274899,-141165.764749066,3760149.67772542,4197379.54756716,t,,,
2018-04-12,3819214.73499999,3829852.85781485,-10638.1228148667,3616956.36538302,4062893.13796998,t,,,
2018-04-14,3255779.47800007,3277703.9806607,-21924.5026606284,3061131.81557076,3506439.34175904,t,,,
2018-04-16,3749467.7125,3824586.95659795,-75119.2440979541,3586533.9445018,4054079.88661679,t,,,
2018-04-18,3880553.36500013,3856842.45854353,23710.9064565967,3646498.52223631,4064306.51325993,t,,,
2018-04-26,3822914.5965001,3866575.34167303,-43660.745172929,3632251.94397206,4082672.87155232,t,,,
2018-04-29,3000202.71750011,2997778.04867292,2424.6688271896,2772065.29404345,3220069.86272045,t,,,
2018-05-01,3071037.95900003,3316460.54760843,-245422.588608391,3085303.48849702,3529450.67096211,t,,,
2018-05-05,3256122.31800009,3323550.79368722,-67428.4756871271,3106233.25239996,3558113.42418907,t,,,
2018-05-07,3744168.35200008,3777877.76405552,-33709.4120554444,3553460.91351283,3984136.3676908,t,,,
2018-05-08,3830349.92143047,3877385.43287265,-47035.5114421733,3669591.77867344,4090071.48711168,t,,,
2018-05-10,3152368.69049999,3168331.500576,-15962.8100760109,2943127.99671221,3396228.04544756,t,,,
2018-05-11,3472438.80700004,3758324.75146723,-285885.944467186,3542937.58342975,3989233.72443238,t,,,
2018-05-14,3735124.72999996,3932346.06117425,-197221.331174293,3704366.23099192,4172325.61235514,t,,,
2018-05-15,3841145.40100002,3926906.48229009,-85761.0812900728,3703954.10501916,4156867.0600082,t,,,
2018-05-19,3196350.56200006,3229555.33370938,-33204.7717093178,2993921.15968471,3461577.46217888,t,,,
2018-05-21,3050949.89700006,3022116.6825243,28833.214475757,2784281.61233079,3245865.93399863,t,,,
2018-05-22,3806613.13049995,3866573.45014843,-59960.3196484819,3656415.79334185,4098402.40227128,t,,,
2018-05-28,3973179.02450003,3983606.1933873,-10427.1688872767,3762934.9109963,4189887.33788816,t,,,
2018-05-30,4002987.78949996,3973732.07546505,29255.7140349098,3734634.46309472,4187873.68797802,t,,,
2018-06-06,4090973.93200001,4051208.56888391,39765.3631161051,3818716.33735708,4272081.03636563,t,,,
2018-06-07,4119850.85450006,4007387.54508302,112463.309417043,3774397.50804037,4218680.32847024,t,,,
2018-06-08,4143315.19999993,3978843.77608294,164471.423916995,3763217.73333258,4212420.31675359,t,,,
2018-06-10,3338513.33850006,3208576.23867329,129937.099826764,2981823.59940606,3413140.56507273,t,,,
2018-06-12,4098350.26349998,3976583.12080758,121767.142692402,3756567.94209659,4186405.49140276,t,,,
2018-06-15,3887101.86250017,3793395.62825023,93706.2342499341,3567911.8549607,4023709.59621739,t,,,
2018-06-22,3744034.13332506,3687490.37731782,56543.7560072327,3467670.96674511,3893598.05049383,t,,,
2018-06-23,3204137.210125,3164667.76043745,39469.4496875438,2931623.14563024,3382205.70943181,t,,,
2018-06-29,3866560.21900015,4011289.26233316,-144729.043333007,3779407.70862437,4232034.03002397,t,,,
2018-07-02,3947087.08150006,4024166.9056779,-77079.8241778403,3790252.12884508,4264502.64218772,t,,,
2018-07-04,4041404.2135001,4048750.37128767,-7346.15778756607,3818320.28255974,4271562.2762574,t,,,
2018-07-07,3314846.59650008,3335276.11520061,-20429.5187005294,3108505.60634842,3545448.73124246,t,,,
2018-07-10,3825613.94349996,3877678.82428794,-52064.8807879789,3663216.04032705,4117339.70096354,t,,,
2018-07-11,3722453.00150001,3743940.51763735,-21487.5161373382,3530282.88372469,3989670.71680197,t,,,
2018-07-12,3764198.09800004,3753322.30735442,10875.7906456217,3549604.65430094,3977426.31504265,t,,,
2018-07-17,3919427.37850003,3960847.13604118,-41419.7575411447,3732930.94527483,4176804.27306107,t,,,
2018-07-19,3948894.93750008,4005984.16564542,-57089.2281453409,3785238.73022939,4221751.49633372,t,,,
2018-07-27,3993028.27716806,4087945.93449215,-94917.6573240925,3855703.25181641,4321387.01961542,t,,,
2018-07-29,3168316.64997442,3201123.45142533,-32806.801450911,2991729.39382273,3421516.59132536,t,,,
2018-08-04,3720635.6385001,3735242.28441321,-14606.6459131148,3493999.29485941,3945290.19288142,t,,,
2018-08-06,4197911.37750005,4166458.61261578,31452.7648842665,3944012.18751934,4386268.02759977,t,,,
2018-08-08,4270381.15500007,4077776.93714263,192604.217857439,3848877.71721518,4310405.98991643,t,,,
2018-08-10,3872942.09000014,3782000.93774516,90941.1522549819,3563027.16764909,4000996.65931896,t,,,
2018-08-12,3095323.53650003,3116612.03183819,-21288.4953381591,2881108.53431395,3340804.91976597,t,,,
2018-08-15,3965829.96300004,3987954.265457,-22124.3024569601,3757365.79326239,4197672.85076199,t,,,
2018-08-16,4026104.23089357,4070961.76612518,-44857.5352316061,3853474.84336345,4310202.73291385,t,,,
2018-08-17,4028996.65049997,4103803.0571445,-74806.4066445255,3867398.17664639,4320561.63713395,t,,,
2018-08-18,3454608.74899998,3525700.89874735,-71092.1497473707,3293190.72042555,3754292.48378164,t,,,
2018-08-26,2961750.36300006,2902198.38931506,59551.9736849908,2666472.0187169,3127049.11298361,t,,,
2018-08-30,3843337.52275041,3933404.57862324,-90067.055872832,3707783.10866275,4144049.90456064,t,,,
2018-09-02,2966408.89437813,3076372.12261857,-109963.228240436,2845319.77054323,3295451.92605525,t,,,
2018-09-07,3832710.88179173,3867428.84296684,-34717.9611751097,3637613.04128247,4094160.53161514,t,,,
2018-09-09,3002019.8359911,3000578.62343105,1441.21256005764,2782035.23256172,3218484.66353541,t,,,
2018-09-13,4017244.82188075,4011868.2404647,5376.58141605649,3789127.4522455,4238767.73805963,t,,,
2018-09-22,3235512.19449001,3288737.40845329,-53225.2139632804,3061670.98146193,3518076.57946831,t,,,
2018-09-24,3697726.34848217,3836651.89310743,-138925.544625256,3597974.95480163,4065967.40706581,t,,,
2018-09-29,3183608.2922555,3152573.91838344,31034.3738720566,2938759.13967245,3372548.28594041,t,,,
2018-09-30,2941301.22926304,2911469.16197759,29832.0672854567,2696205.80986561,3145915.08333341,t,,,
2018-10-01,3687088.6704999,3816932.0844906,-129843.413990698,3595763.62423413,4041902.37415801,t,,,
2018-10-08,3683712.39349999,3717408.91043117,-33696.5169311874,3488863.46676739,3937137.70925703,t,,,
2018-10-09,3747523.56250009,3756514.45942497,-8990.89692487614,3528130.95835614,3974808.71836666,t,,,
2018-10-20,3286074.43600005,3336910.25288842,-50835.8168883636,3110109.45661272,3545910.48929441,t,,,
2018-10-22,3798060.92200011,3821233.38205787,-23172.4600577601,3584163.11563722,4048916.5476322,t,,,
2018-10-23,3867506.27799998,3900837.14819241,-33330.8701924291,3682630.06408716,4117222.84335611,t,,,
2018-10-24,3864626.03200003,3880547.20723116,-15921.1752311271,3654632.04900356,4103619.14934794,t,,,
2018-10-26,3838614.97550285,3862113.94541164,-23498.9699087897,3632727.92617158,4092494.76615686,t,,,
2018-10-30,3874252.07799993,3975095.80444388,-100843.726443953,3740395.39845899,4193227.00289528,t,,,
2018-11-04,3144402.19950004,3081738.43331863,62663.7661814042,2858465.07536379,3300162.71724809,t,,,
2018-11-10,3323629.30500003,3364860.46122867,-41231.1562286406,3138206.38315758,3605200.93882707,t,,,
2018-11-17,3356282.80349999,3408261.02174353,-51978.2182435403,3201754.17329754,3615993.13960645,t,,,
2018-11-30,4029658.59037511,3935740.08818099,93918.5021941201,3722433.23047484,4164888.48480905,t,,,
2018-12-01,3450622.17899993,3374167.54661108,76454.6323888539,3152929.63600572,3602342.22417957,t,,,
2018-12-02,3242393.15899999,3104328.06351543,138065.095484558,2884944.63242355,3330528.5841654,t,,,
2018-12-03,3948767.58750009,3865293.00382107,83474.5836790181,3628870.51393047,4090841.61295114,t,,,
2018-12-05,3997781.71050004,3949127.03134646,48654.6791535723,3723847.99034516,4172910.83171115,t,,,
2018-12-07,3952071.64000003,3908310.47891385,43761.1610861882,3673368.73492697,4135883.73225855,t,,,
2018-12-10,4001655.75800001,3894063.50309627,107592.254903733,3682283.38547926,4124572.34101338,t,,,
2018-12-13,4141736.13,4023993.07289178,117743.057108219,3794431.02063638,4246858.5685317,t,,,
2018-12-16,3347095.85600005,3125617.13637728,221478.719622765,2898812.66643756,3328521.80208224,t,,,
2018-12-18,4066439.30550015,3966582.32011607,99856.9853840717,3756713.39138003,4202697.47289062,t,,,
2018-12-24,3344115.04700004,3340164.87277695,3950.17422308214,3107743.4716882,3550902.58166741,t,,,
2018-12-28,3625317.1535,3678043.78078306,-52726.6272830628,3460353.35877131,3894207.99714152,t,,,
2018-12-30,3079271.26600005,2829360.03002467,249911.235975381,2616308.56562681,3055596.22585484,t,,,
2018-12-31,3405095.97549998,3349380.26437991,55715.7111200634,3117456.28176801,3582436.1406454,t,,,
2019-01-09,4047207.31500003,3982848.36049605,64358.9545039753,3762167.73774646,4211479.79428239,t,,,
2019-01-10,4088138.94000001,4023193.98891509,64944.9510849169,3792882.61281536,4257330.07468867,t,,,
2019-01-11,4054984.90099987,3974964.72507917,80020.1759206988,3749768.47014868,4193545.97225545,t,,,
2019-01-12,3512486.58400009,3409492.43126799,102994.152732096,3201237.9773132,3624424.55507637,t,,,
2019-01-19,3373718.76900011,3415565.80125858,-41847.0322584738,3200878.43455769,3634756.96490162,t,,,
2019-01-27,3202147.54400003,3062389.24760965,139758.29639038,2838650.80735679,3290301.86685467,t,,,
2019-01-30,4031059.55750004,3932583.48893542,98476.0685646259,3714500.16944844,4152895.81127121,t,,,
2019-02-02,3359166.98399998,3362003.49323329,-2836.50923331315,3135633.683992,3581271.51699873,t,,,
2019-02-04,3888416.61389999,3880049.88403328,8366.72986671003,3658142.64151216,4099537.97022598,t,,,
2019-02-11,3966015.42249992,3876030.41214959,89985.0103503312,3670211.08841207,4084294.33825016,t,,,
2019-02-14,3942034.46949994,3868221.66681264,73812.8026872994,3641566.69725963,4083671.16564705,t,,,
2019-02-18,3837753.32824994,3785768.65013718,51984.6781127593,3580615.30384101,4005947.11977981,t,,,
2019-02-21,3882507.68592503,3848800.65725937,33707.0286656679,3609757.16455579,4074407.55677122,t,,,
2019-02-23,3331450.896475,3280823.91733527,50626.9791397289,3057420.67537904,3491794.02100921,t,,,
2019-03-04,3816843.38404993,3734758.88842401,82084.4956259173,3516169.1410756,3949515.50686076,t,,,
2019-03-06,3789746.07945007,3756336.4979648,33409.5814852724,3524237.28754035,3991071.44130994,t,,,
2019-03-13,3725735.12547499,3728681.42525781,-2946.29978281865,3501551.32613986,3946731.13709193,t,,,
2019-03-15,3836913.76192504,3773917.12565153,62996.6362735084,3553437.71068657,4006741.98597983,t,,,
2019-03-30,3269472.05827501,3179685.83993983,89786.2183351847,2954124.97799402,3399149.16065348,t,,,
2019-04-03,3907048.48694998,3919003.66012382,-11955.173173835,3681404.46860807,4141847.2932627,t,,,
2019-04-05,3862315.6516499,3817964.7698266,44350.8818233064,3609403.37218402,4050379.01215065,t,,,
2019-04-11,3885921.93147501,3875672.1478669,10249.7836081083,3631496.0060707,4087366.6360118,t,,,
2019-04-18,3489988.36249996,3574949.64144477,-84961.2789448141,3339125.14897384,3789594.7665128,t,,,
2019-04-19,2972901.70312497,2804747.78491777,168153.918207198,2585851.03178963,3046669.51990857,t,,,
2019-04-20,3084507.26650008,3024718.96691774,59788.299582344,2801712.42413012,3257295.68287541,t,,,
2019-04-23,3610278.55990008,3654545.79494377,-44267.235043685,3424681.40308101,3874567.83417222,t,,,
2019-04-24,3668003.91135003,3610672.51984652,57331.3915035171,3400874.02617261,3829746.25762823,t,,,
2019-04-25,3664221.47929994,3589934.73976414,74286.7395357904,3360916.20258631,3807389.81313799,t,,,
2019-04-27,3238566.44364992,3157878.02392197,80688.419727949,2916716.09142149,3390702.5495821,t,,,
2019-05-03,3713645.1920499,3779332.56392548,-65687.3718755799,3564706.45155056,3983494.10752809,t,,,
2019-05-07,3701414.9859,3703630.0422579,-2215.05635789409,3482144.8359678,3926990.80742114,t,,,
2019-05-08,3807131.23954987,3884015.95373805,-76884.7141881729,3643932.04441564,4114481.6171632,t,,,
2019-05-11,3264089.35057498,3232063.72575523,32025.6248197523,3009658.46257662,3447538.76786458,t,,,
2019-05-14,3713086.92561781,3673390.06834002,39696.8572777933,3447409.67403003,3889765.56635234,t,,,
2019-05-18,3171098.79462511,3190842.36841073,-19743.5737856198,2956861.89348694,3400345.84150353,t,,,
2019-05-22,3700019.10192501,3637678.06185463,62341.0400703764,3420603.00547719,3853687.31795012,t,,,
2019-05-27,3656770.17272502,3669426.05205218,-12655.8793271538,3436659.28361064,3878613.78689293,t,,,
2019-06-01,3179319.28492496,3234391.32298102,-55072.0380560667,3009560.94318915,3446153.9600492,t,,,
2019-06-06,3804466.82952493,3805646.83078884,-1180.00126391137,3591362.00629989,4032981.1653377,t,,,
2019-06-08,3228677.65927488,3083332.17427215,145345.48500273,2857265.81002202,3320515.65737841,t,,,
2019-06-09,2969988.80037506,2811861.63097467,158127.169400388,2578987.44237324,3034122.76970086,t,,,
2019-06-11,3799890.42384986,3801683.60870593,-1793.184856073,3600360.078914,4017323.09185571,t,,,
2019-06-13,3841740.92307501,3718267.49125801,123473.431817001,3488961.06972156,3960564.20499485,t,,,
2019-06-21,3814680.26400001,3795115.25713833,19565.0068616774,3563680.70897992,4016499.12769695,t,,,
2019-06-23,3047636.31114991,2995197.52662653,52438.7845233721,2779332.42047742,3227768.53772141,t,,,
2019-06-28,4145587.37880014,3979921.70800748,165665.670792662,3755267.43993057,4208603.59136136,t,,,
2019-06-30,3413411.50918921,3284159.25450916,129252.254680053,3073956.81901628,3524817.37882456,t,,,
2019-07-02,4078722.61342502,3864081.32922574,214641.284199282,3647315.92450249,4094815.0802893,t,,,
2019-07-03,3953969.76462502,3779984.54656839,173985.218056631,3559445.92495459,3998620.54133877,t,,,
2019-07-04,3915131.86630004,3782108.86182652,133023.004473515,3542173.28842882,3994518.04010799,t,,,
2019-07-07,3133203.63389998,2957752.76303589,175450.870864095,2736487.88195144,3198442.71293826,t,,,
2019-07-21,3166484.48492491,3056929.30399538,109555.180929527,2829213.23406583,3283559.69753795,t,,,
2019-07-25,4142245.60627482,4224634.48988832,-82388.8836135021,4010686.97488191,4449425.51987117,t,,,
2019-07-27,3468530.99942501,3249908.77815914,218622.221265876,3020930.6000723,3480006.57947576,t,,,
2019-07-28,3074950.95722495,2941838.3238422,133112.633382745,2708195.32035938,3172785.84110059,t,,,
2019-07-29,3694192.26012511,3705090.84563044,-10898.5855053291,3466104.73288016,3920365.0415203,t,,,
2019-07-30,3810298.64737496,3788258.76586442,22039.8815105357,3578674.58585298,3997361.36338368,t,,,
2019-08-01,3044342.47769994,3101803.70420722,-57461.2265072828,2872342.81029726,3318411.55835185,t,,,
2019-08-04,2965671.19387504,2924589.63722446,41081.5566505739,2699043.05763307,3166961.86379743,t,,,
2019-08-07,3919439.73412496,3834043.1535608,85396.5805641632,3612570.72503394,4070004.3246364,t,,,
2019-08-16,3721195.29160005,3734247.38776506,-13052.0961650065,3502272.9365318,3944078.0021699,t,,,
2019-08-19,3892009.6854,3840709.12018759,51300.5652124011,3623879.34302939,4059120.81960906,t,,,
2019-08-21,3715815.11412506,3713978.21260346,1836.90152160451,3505267.86623129,3923080.10655033,t,,,
2019-08-22,3728925.03517496,3740066.16817552,-11141.1330005634,3519011.43702514,3951894.39372945,t,,,
2019-08-24,3287375.85360003,3222770.58664457,64605.266955453,3000284.83600255,3432936.30342277,t,,,
2019-08-25,3066414.35337495,3044232.97955524,22181.3738197079,2817220.4699534,3259929.32569709,t,,,
2019-08-26,3861793.32547515,3887766.3315254,-25973.0060502444,3661000.53296959,4107133.11803703,t,,,
2019-08-29,4090185.51002503,4044960.23911369,45225.2709113443,3821474.15863713,4268062.31590025,t,,,
2019-08-31,3502227.40232499,3473099.96260248,29127.4397225156,3257246.29579532,3711787.40394136,t,,,
2019-09-01,3144808.00217505,3114595.9398799,30212.0622951444,2881517.88623657,3345933.93989919,t,,,
2019-09-03,3703384.13187498,3708336.96083711,-4952.82896212954,3494673.00422161,3924589.98812408,t,,,
2019-09-07,3157953.81784996,3150709.76261588,7244.05523407971,2935017.6020035,3370271.97436258,t,,,
2019-09-10,3650723.81444995,3680970.23878941,-30246.4243394611,3463171.20219256,3910104.48809705,t,,,
2019-09-11,3677689.77744997,3746241.0323718,-68551.2549218377,3533517.99610047,3988394.62079221,t,,,
2019-09-13,3725172.72504994,3715767.23827826,9405.48677167995,3499366.96539278,3947331.24210369,t,,,
2019-09-19,3663751.29097503,3667886.02778096,-4134.73680593632,3437266.65884771,3912231.1157349,t,,,
2019-09-25,3736659.21662496,3796489.74133332,-59830.5247083534,3568900.05490569,3997962.39786068,t,,,
2019-09-26,3808410.50289992,3876317.24811646,-67906.7452165401,3656185.4171603,4095214.59408674,t,,,
2019-09-27,3727810.68572496,3790168.54004428,-62357.8543193135,3563462.05509576,3996397.58008761,t,,,
2019-09-28,3141134.81400007,3112839.44063154,28295.3733685245,2897972.48596857,3330320.09499645,t,,,
2019-10-06,2918577.10562498,2900670.75391531,17906.3517096732,2688278.22961223,3107513.10050378,t,,,
2019-10-22,3855475.91430001,3805348.43314393,50127.4811560884,3577393.01610144,4004987.18067591,t,,,
2019-10-24,3814313.99874996,3804147.65210492,10166.346645046,3571699.59918896,4020851.93109384,t,,,
2019-10-25,3763842.52774999,3698142.39223312,65700.1355168764,3452513.85570715,3924170.33968017,t,,,
2019-10-31,3748417.2659322,3847823.74145194,-99406.4755197461,3621455.23415032,4074731.2831457,t,,,
2019-11-01,3727127.01100007,3815206.30837877,-88079.2973787063,3591495.58904674,4043108.34279556,t,,,
2019-11-16,3293121.92300016,3265822.07616118,27299.8468389763,3046215.32913934,3474999.34283931,t,,,
2019-11-18,3823732.01700003,3778737.44180132,44994.5751987067,3548468.11527634,4010256.43735027,t,,,
2019-11-19,3893293.75399998,3856578.87457795,36714.8794220327,3619022.79080309,4074159.43825686,t,,,
2019-12-03,3898644.79579718,3876463.34659787,22181.4491993086,3655040.53192773,4105667.02425363,t,,,
2019-12-04,3912248.55949999,3870910.09520699,41338.4642929952,3640578.89662824,4091328.55349436,t,,,
2019-12-08,3054202.3689998,2963512.13934686,90690.2296529356,2736197.32057207,3186915.43516441,t,,,
2020-01-06,3706243.02228362,3793908.8115683,-87665.789284681,3551812.22141695,4024711.13200564,t,,,
2020-01-08,3812207.63456843,3836006.82455887,-23799.1899904408,3609098.35223882,4049228.05920042,t,,,
2020-02-02,2992145.42450009,2926865.14133643,65280.2831636523,2701567.16596473,3141035.61142004,t,,,
2020-02-03,3724464.76239622,3752281.80264405,-27817.0402478245,3535906.40424525,3984541.76605071,t,,,
